code,title
O99.5,"Bolile sistemului respirator complicand sarcina, nasterea si lauzia Afectiunile de la J00-J99."
O99.6,"Bolile sistemului digestiv complicand sarcina, nasterea si lauzia Afectiunile de la K00-K93. Exclude: afectiunile ficatului in sarcina, nastere si lauzie (O26.6)"
O99.7,"Bolile pielii si tesutului celular subcutanat complicand sarcina, nasterea si lauzia Afectiunile de la L00-L99. Exclude: herpes gestational (O26.4)"
O99.8,"Alte boli si afectiuni specificate complicand sarcina, nasterea si lauzia Afectiunile de la C00-D48, H00-H95, Exclude: infectii genito-urinare in sarcina (O23.-) infectii ale tractului genito- urinar dupa nastere (O86.0- ingrijiri acordate mamei pentru o anomalie suspectata sau cunoscuta a organelor pelviene materne (O34.-) Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 327 Unele afectiuni ale caror origine se situeaza in perioada perinatala Acest capitol contine urmatoarele blocuri:"
P00,"Fat si nou-nascut afectati de tulburarile mater ne care pot sa nu fie legate de sarcina prezenta factori materni si de complicatiile sarcinii, nasterii si lauziei tulburarile materne care pot sa nu fie legate de sarcina prezenta Exclude: fat si nou-nascut afectati de: - complicatiile materne ale sarcinii (P01.-) - tulburarile endocrine si de metabolism materne - influente nocive transmise prin placenta sau prin laptele matern (P04.-) Fat si nou nascut afectati prin tulburarile hipertensive ale mamei Fat si nou nascut afectati prin afectiunile materne clasificabile la O10-O11, O13-O16"
P00.1,Fat si nou-nascut afectati de bolile renale si a cailor urinare ale mamei Fat si nou nascut afectati prin afectiunile materne clasificabile la N00-N39
P00.2,"Fat si nou-nascut afectati de bolile infectioase si parazitare ale mamei Fat si nou nascut afectati de bolile infectioase materne clasificabile la A00-B99 si J10-J11, dar nemanifestandu-se prin ele insele ca o boala Exclude: infectii specifice perioadei perinatale (P35-P39) infectia tractului genital matern si alte infectii localizate Fat si nou-nascut afectati de alte boli ale sistemului circulator si respirator ale mamei Fat si nou nascut afectati de afectiunile materne clasificabile la I00-I99, J00-J99,"
P00.4,Fat si nou-nascut afectati de tulburarile de nutritie ale mamei Fat si nou nascut afectati de afectiunile materne clasificabile la E40-E64 Malnutritia materna NOS
P00.5,Fat si nou-nascut afectati de un traumatism al mamei Fat si nou nascut afectati de afectiunile materne clasificabile la S00-T79 Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 328
P00.6,"Fat si nou-nascut afectati de o interventie chirurgicala a mamei Exclude: operatia cezariana pentru nasterea prezenta (P03.4) leziunea placentei prin amniocenteza, cezariana sau declansare chirurgicala interventie chirurgicala anterioara pe uter sau organele pelviene (P03.8) terminarea sarcinii, fat (P96.4) Fat si nou-nascut afectati de alte proceduri medicale ale mamei, neclasificate altundeva Fat si nou-nascut afectati de examenele radiologice ale mamei Exclude: leziunea placentei prin amniocenteza, cezariana sau declansare chirurgicala fat si nou-nascut afectati de alte complicatii ale travaliului si nasterii (P03.-) Fat si nou-nascut afectati de alte tulburari materne Fat si nou-nascut afectati de: - afectiuni clasificabile la T80-T88 - infectia tractului genital si alte infectii localizate - lupus eritematos sistemic al mamei Exclude: tulburari endocrine si de metabolism tranzitorii, neonatale (P70-P74) Fat si nou-nascuti afectat de o tulburare materna nespecificata"
P01,Fat si nou-nascut afectati de complicatiile materne ale sarcinii complicatiile materne ale sarcinii Fat si nou-nascut afectati de beanta colului Fat si nou-nascut afectati de ruptura prematura a membranelor Fat si nou-nascut afectati de oligohidramnios Exclude: cand se datoreaza rupturii premature a membranelor Fat si nou-nascut afectati de polihidramnios Hidramnios
P01.4,Fat si nou-nascut afectati de sarcina ectopica Sarcina abdominala
P01.5,Fat si nou-nascut afectati de sarcina multipla Tripleti (sarcina) Gemeni (sarcina)
P01.6,Fat si nou-nascut afectati de decesul mamei Fat si nou-nascut afectati de prezentatia anormala inainte de travaliu Prezentatie pelvina inainte de travaliu Versiune externa inainte de travaliu Prezentatia fetei inainte de travaliu Pozitie transversa inainte de travaliu Pozitie instabila inainte de travaliu
P01.8,"Fat si nou-nascut afectati de alte complicatii materne ale sarcinii Avort spontan, fat"
P01.9,"Fat si nou-nascut afectati de complicatiile materne ale sarcinii, nespecificate"
P02,"Fat si nou-nascut afectati de complicatii privi nd placenta, cordonul ombilical si membranele complicatii privind placenta, cordonul ombilical si membranele Fat si nou-nascut afectati de placenta praevia Fat si nou-nascut afectati de alte forme de dezlipire si hemoragie placentara [abruptio placentae] Hematom retroplacentar Hemoragia accidentala Hemoragia antepartum Leziunea placentei prin amniocenteza, operatie cezariana sau provocata chirurgical Pierdere de sange matern Dezlipire prematura a placentei"
P02.2,Fat si nou-nascut afectati de alte anomalii morfologice si functionale ale placentei si nespecificate Placentar(a): - disfunctie - infarct - insuficienta
P02.3,"Fat si nou-nascut afectati de sindroamele de transfuzie placentara Anomaliile de placentare si de cordon ombilical rezultand din transfuzia intre gemeni sau din alte forme de transfuzie placentara Folositi un cod aditional, daca se cunoaste, pentru a indica afectiunea rezultata la fat sau nou-nascut."
P02.4,Fat si nou-nascut afectati de procidenta cordonului ombilical Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 329
P02.5,Fat si nou-nascut afectati de alte forme de compresiune ale cordonului ombilical Cordon (strans) in jurul gatului Torsiunea cordonului Nodul cordonului
P02.6,Fat si nou-nascut afectati de alte afectiuni ale cordonului ombilical si nespecificate Cordon scurt Procidenta vaselor cordonului Exclude: artera ombilicala unica (Q27.0)
P02.7,Fat si nou-nascut afectati de chorio amnionita Amnionita Membranita Placentita
P02.8,"Fat si nou-nascut afectati de alte anomalii ale membranelor Fat si nou-nascut afectati de o anomalie a membranelor, nespecificata"
P03,Fat si nou-nascuti afectati de alte complicatii ale travaliului si nasterii complicatii ale travaliului si nasterii Fat si nou-nascut afectati de nastere si o extractie din prezentatia pelviana Fat si nou-nascut afectati de alte prezentatii si pozitii vicioase ale fatului si disproportii feto-pelviene in cursul travaliului si nasterii Pelvis stramt Fat si nou-nascut afectati de bolile clasificabile la O64-O66 Prezentatie occipito-posterioara persistenta Prezentatia transversa
P03.2,Fat si nou-nascut afectati de nasterea cu forceps Fat si nou-nascut afectati de nasterea cu extractor pneumatic [ventuza] Fat si nou-nascut afectati de nasterea prin cezariana Fat si nou-nascut afectati de nastere precipitata Expulzia rapida
P03.6,"Fat si nou-nascut afectati de contractii anormale ale uterului Fat si nou-nascut afectati de boli clasificabile la O62.-, cu exceptia O62.3 Travaliu hipertonic Inertia uterina"
P03.8,Fat si nou-nascut afectati de alte complicatii specificate ale travaliului si nasterii Anomalia tesuturilor moi materne Operatia destructiva pentru a facilita nasterea Fat si nou-nascut afectati de bolile clasificabile la O60-O75 si de orice proceduri folosite in travaliu si nastere neincluse la P02.- si P03.0-P03.6 Travaliu provocat
P03.9,"Fat si nou-nascut afectati de o complicatie a travaliului si nasterii, nespecificata"
P04,"Fat si nou-nascut afectati de efecte nocive transmise pe cale placentara sau prin laptele matern Tulburari referitoare la durata gestatiei si cresterea fatului (P05-P08) nocive transmise pe cale placentara sau prin laptele matern Include: efecte nonteratogene ale substantelor transmise pe cale placentara Exclude: malformatii congenitale icter neonatal provocat de alta hemoliza excesiva datorita medicamentelor sau toxinelor transmise de la mama Fat si nou-nascut afectati de anestezia si analgezia materna in timpul sarcinii, travaliului si nasterii Reactii si intoxicatii datorita opiaceelor si tranchilizantelor administrate mamei in timpul travaliului si nasterii"
P04.1,Fat si nou-nascut afectati de alte medicamente absorbite de mama Chimioterapia cancerului Medicamente citotoxice Exclude: dismorfism datorita warfarinei sindrom fetal datorit hidantoinei toxicomania materna (P04.4)
P04.2,Fat si nou-nascut afectati de tabagismul mamei Fat si nou-nascut afectati de alcoolismul mamei Exclude: sindromul de alcoolism fetal
P04.4,Fat si nou-nascut afectati de toxicomania materna Exclude: anestezia si analgezia materna simptome de privatiune datorita toxicomaniei materne (P96.1) Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 330
P04.5,"Fat si nou-nascut afectati de utilizarea de catre mama a unor substante chimice nutritionale Fat si nou-nascut afectati de expunerea mamei la substante chimice din mediu Fat si nou-nascut afectati de alte influente nocive materne Fat si nou-nascut afectati de influente nocive materne, nespecificate Tulburari referitoare la durata gestatiei si cresterea fatului"
P05,Crestere lenta fetala si malnutritia fatului gestatiei si cresterea fatului fatului
P05.0,Greutate mica pentru varsta gestationala Intarziere de crestere asimetrica (se refera de obicei la o greutate inferioara dar cu o lungime superioara celei de-a 10-a percentile fata de varsta gestationala). Usor pentru varsta gestationala
P05.1,Talie mica pentru varsta gestationala Mic si usor pentru varsta gestationala Mic pentru varsta gestationala Intarziere de crestere simetrica (de obicei se refera la o greutate si lungime inferioare celei de-a 10-a percentile fata de varsta gestationala)
P05.2,"Malnutritia fatului, fara mentionarea de usor sau mic pentru varsta gestationala Nou-nascut, fara greutate ori talie mica pentru varsta gestationala, prezentand semne de malnutritie fetala, cum ar fi tegumente uscate, exfolierea pielii si pierdere de tesut subcutanat. Exclude: malnutritia fetala cu mentionarea de: - greutate mica pentru varsta gestationala (P05.0) - talie mica pentru varsta gestationala (P05.1)"
P05.9,"Cresterea lenta a fatului, nespecificata Restrictionarea cresterii fetale NOS Retardare de crestere NOS Intarziere de crestere intrauterina (IUGR) NOS"
P07,"Tulburari legate de perioada de gestatie scurta si greutate mica la nastere, neclasificate altundeva gestatie scurta si greutate mica la nastere, neclasificate altundeva Include: afectiunile mentionate, fara specificatii ulterioare, drept cauza de mortalitate, morbiditate sau ingrijiri suplimentare ale nou- nascutului Nota: Atunci cand atat greutatea la nastere cat si varsta gesta- tionala sunt cunoscute, prioritatea pentru alocarea codului ar trebui acordata varstei gestationale. Exclude: greutate mica la nastere datorita cresterii lente fetale si a malnutritiei fetale (P05.-)"
P07.0,Greutate la nastere foarte mica
P07.01,/circlestar Greutate la nastere foarte mica de 499g sau mai putin
P07.02,/circlestar Greutate la nastere foarte mica de 500 - 749g
P07.03,/circlestar Greutate la nastere foarte mica 750 - 999g
P07.1,Alte greutati mici la nastere
P07.11,/circlestar Alte greutati mici la nastere 1000-1249g
P07.12,/circlestar Alte greutati mici la nastere 1250 - 1499g
P07.13,/circlestar Alte greutati mici la nastere 1500 - 2499g
P07.2,Imaturitate extrema
P07.21,"/circlestar Imaturitate extrema, mai putin de 24 de saptamani complete Imaturitate extrema, mai putin de 168 zile complete"
P07.22,"/circlestar Imaturitate extrema, 24 sau mai multe saptamani complete dar mai putin de 28 de saptamani complete Imaturitate extrema, 168 zile sau mai multe complete dar mai putin de 196 zile complete"
P07.3,Alti copii nascuti inainte de termen
P07.30,"/circlestar Prematuritate, nespecificata"
P07.31,"/circlestar Alti copii nascuti inainte de termen, 28 sau mai multe saptamani complete dar mai putin de 32 saptamani complete Alti copii nascuti inainte de termen, 196 sau mai multe zile complete dar mai putin de 224 zile complete Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 331"
P07.32,"/circlestar Alti copii nascuti inainte de termen, 32 sau mai ulte saptamani complete dar mai putin de 37 de saptamani complete Alti copii nascuti inainte de termen, 224 sau mai multe zile complte dar mai putin de 259 zile complete"
P08,"Tulburari legate de gestatia prelungita si o greutate crescuta la nastere Traumatisme la nastere (P10-P15) prelungita si o greutate crescuta la nastere Include: afectiunile mentionate, fara specificatii ulterioare, drept cauza de mortalitate, morbiditate sau ingrijiri suplimentare ale nou- nascutului Nota: Atunci cand atat greutatea la nastere cat si varsta gestationala sunt cunoscute, prioritatea pentru alocarea codului ar trebui acordata varstei gestationale."
P08.0,Copil exceptional de mare De obicei implica o greutate la nastere de 4500g sau mai mult. Exclude: sindrom al: - copil cu mama diabetica - copil cu mama cu diabet gestational (P70.0)
P08.1,Alti copii mari pentru varsta gestationala Alti fetusi sau copii grei sau mari pentru varsta gestationala indiferent de perioada de gestatie.
P08.2,"Copil nascut dupa termen, care nu e mare pentru varsta gestationala Fetus sau copil cu perioada de gestatie de 42 saptamani complete sau mai mult (294 zile complete sau mai mult), care nu este greu sau mare pentru varsta gestationala. Postmaturitate NOS Traumatisme la nastere (P10-P15) /UIdown 1609"
P10,Laceratia si hemoragie intracraniana datorita traumatismului la nastere datorita traumatismului la nastere Exclude: hemoragia intracraniana a fatului sau nou-nascutului: - datorita anoxiei sau hipoxiei
P10.0,Hemoragia subdurala datorita traumatismului la nastere Hematom subdural (localizat) datorita traumatismului la nastere Exclude: hemoragia subdurala cu ruptura tentei creierului mic (P10.4)
P10.1,Hemoragia cerebrala datorita traumatismului la nastere Hemoragia intraventriculara datorita traumatismului la nastere Hemoragia subarahnoidiana datorita traumatismului la nastere Sfasiera a tentei creierului mic datorita traumatismului la nastere Alte laceratii si hemoragii intracraniene datorite traumatismului la nastere Laceratia si hemoragia intracraniana nespecificata datorita traumatismului la nastere
P11,Alte leziuni ale sistemului nervos central dato rita traumatismului la nastere central datorita traumatismului la nastere Edem cerebral datorit traumatismului la nastere Alte leziuni cerebrale specificate datorita traumatismului la nastere Leziune cerebrala nespecificata datorita traumatismului la nastere Leziunea nervului facial datorita traumatismului la nastere Paralizia faciala datorita traumatismului la nastere
P11.4,Leziunea altor nervi cranieni datorita traumatismului la nastere Leziunea coloanei vertebrale si a maduvei spinarii datorita traumatismului la nastere Fractura coloanei vertebrale datorita traumatismului la nastere
P11.9,"Leziunea sistemului nervos central datorita traumatismului la nastere, nespecificata"
P12,Leziunile scalpului datorita traumatismului la nastere traumatismului la nastere Cefalohematom datorita traumatismului la nastere Hematom in coc datorita traumatismului la nastere Hemoragia epicraniana subaponevrotica datorita traumatismului la nastere Distrugerea scalpului datorita traumatismului la nastere Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 332
P12.4,Monitorizarea traumatismului scalpului la nou-nascut Incizia pentru prelevare Traumatism al scalpului datorita bornei unui electrod
P12.8,"Alte leziuni ale scalpului datorita traumatismului la nastere Leziunea scalpului datorita traumatismului la nastere, nespecificata"
P13,Leziunile scheletului datorita traumatismului l a nastere traumatismului la nastere Exclude: leziunea coloanei vertebrale datorita traumatismului la nastere (P11.5) Fractura craniului datorita traumatismului la nastere
P13.1,Alte leziuni ale craniului datorite traumatismului la nastere Exclude: cefalohematom (P12.0)
P13.2,"Leziunea femurului datorita traumatismului la nastere Leziunea altor oase lungi datorita traumatismului la nastere Fractura claviculei datorita traumatismului la nastere Leziunea altor parti ale scheletului datorita traumatismului la nastere Leziunea scheletului datorita traumatismului la nastere, nespecificata"
P14,"Leziunea sistemului nervos periferic datorita traumatismului la nastere datorita traumatismului la nastere Paralizie Duchenne-Erb datorita traumatismului la nastere Paralizia Dejerine-Klumpke datorita traumatismului la nastere Paralizia nervului frenic datorita traumatismului la nastere Alte leziuni ale plexului brahial datorita traumatismului la nastere Leziunea altor parti ale sistemului nervos periferic datorita traumatismului la nastere Leziunea sistemului nervos periferic datorita traumatismului la nastere, nespecificata"
P15,Alte traumatisme la nastere Tulburari respiratorii si cardio- vasculare specifice perioadei perinatale (P20-P29)
P15.0,Traumatismul la nastere al ficatului Ruptura ficatului datorita traumatismului obstetrical
P15.1,Traumatism la nastere al splinei Ruptura splinei datorita traumatismului obstetrical
P15.2,Leziunea sterno-cleido-mastoidianului datorita traumatismului la nastere Leziunea ochiului datorita traumatismului la nastere Hemoragia subconjunctivala datorita traumatismului la nastere Glaucom traumatic datorita traumatismului la nastere
P15.4,Leziune faciala datorita traumatismului la nastere Congestia faciala datorita traumatismului la nastere
P15.5,Leziunea organelor genitale externe datorita traumatismului la nastere Adipo-necroza subcutanata datorita traumatismului la nastere Alte traumatisme la nastere specificate
P15.9,"Traumatism obstetrical, nespecificat Tulburari respiratorii si cardio- vasculare specifice perioadei perinatale (P20-P29)"
P20,P29 Tulburari respiratorii si cardio vasculare specifice perioadei perinatale Include: anomalia ritmului fetal cardiac fetal sau intrauterin: - acidoza - anoxia - asfixia - suferinta - hipoxia meconium lichid trecerea meconiului in lichidul amniotic Exclude: hemoragia intracraniana datorita anoxiei sau hipoxiei (P52.-)
P20.0,Hipoxia intrauterina constatata pentru prima oara inainte de debutul travaliului
P20.1,Hipoxia intrauterina constatata pentru prima oara in timpul travaliului si nasterii
P20.9,"Hipoxia intrauterina, nespecificata"
P21,Asfixia la nastere Nota: Aceasta categorie nu poate fi utilizata ca indice Apgar scazut fara mentionarea asfixiei sau altor probleme respiratorii Exclude: hipoxia sau asfixia intrauterina (P20.-) Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 333
P21.0,"Asfixia la nastere severa Pulsul mai mic de 100 batai pe minut la nastere si scazand sau ramanand stabil, respiratia absenta sau dificila, decolorarea tegumentelor, absenta tonicitatii Asfixia cu 1 minut scor Apgar 0-3"
P21.1,"Asfixia la nastere usoara sau moderata Nu se stabileste respiratia normala intr-un minut, dar ritmul inimii este de 100 de batai sau mai mult, prezenta unei oarecare tonicitati musculare, existenta unui raspuns la stimulare. Asfixia cu 1 minut scor Apgar 4-7"
P21.9,"Astixia la nastere, nespecificata Anoxia NOS Asfixia NOS Hipoxia NOS"
P22,Suferinta respiratorie a nou-nascutului nascutului Exclude: insuficienta respiratorie a nou-nascutului (P28.5) /UIdown Sindromul de suferinta respiratorie a nou-nascutului Boala membranei hialine 3-043 Pneumonia congenital ă P23 3-044 Alte afec ţiuni respiratorii ale nou-născutului 3-045 Sepsis bacterian la nou- născut 4-030 Pneumonia congenital ă P23 4-031 Alte afec ţiuni respiratorii ale nou-născutului 4-032 Sepsis bacterian la nou- născut
P22.1,Tahipnee tranzitorie a nou-nascutului
P22.8,Alte suferinte respiratorii ale nou nascutului
P22.9,"Suferinta respiratorie a nou nascutului, nespecificata"
P23,Pneumonia congenitala Include: pneumonia infectioasa dobandita in uter sau in timpul nasterii Exclude: pneumonia neonatala rezultand din aspiratie
P23.0,Pneumonia congenitala datorita unui agent viral Exclude: pneumopatia rubeolei congenitale (P35.0)
P23.1,Pneumonia congenitala cu Chlamydia
P23.2,Pneumonia congenitala cu stafilococi
P23.3,"Pneumonia congenitala cu streptococi, grupa B"
P23.4,Pneumonia congenitala cu Escherichia coli
P23.5,Pneumonia congenitala cu Pseudomonas
P23.6,"Pneumonia congenitala datorita altor agenti bacterieni Haemophilus influenzae Klebsiella pneumoniae Mycoplasma Streptococi, cu exceptia grupei B"
P23.8,Pneumonia congenitala datorita altor micro-organisme
P23.9,"Pneumonia congenitala, nespecificata"
P24,Sindrom de aspiratie neonatal /UIdown Sindrom de aspiratie neonatal Include: pneumonia neonatala rezultand din aspiratie
P24.0,Aspiratia de meconiu in perioada neonatala Sindromul de aspiratie de meconium Pneumopatia datorita meconiumului
P24.1,Aspiratia lichidului amniotic si a mucusului in perioada neonatala Aspiratia de lichid amniotic
P24.2,Aspiratia de sange in perioada neonatala
P24.3,Aspiratia de lapte si alimente regurgitate in perioada neonatala
P24.8,Alte sindroame de aspiratie in perioada neonatala
P24.9,"Sindrom de aspiratie in perioada neonatala, nespecificat Pneumonia neonatala de aspiratie NOS"
P25,Sindromul de infiltrare a aerului survenind in perioada perinatala survenind in perioada perinatala
P25.0,Emfizem interstitial survenind in perioada perinatala
P25.1,Pneumothorax survenind in perioada perinatala
P25.2,Pneumo-mediastin survenind in perioada perinatala
P25.3,Pneumo-pericard survenind in perioada perinatala
P25.8,Alte afectiuni legate de sindromul de infiltratie a aerului survenind in perioada perinatala
P26,Hemoragia pulmonara survenind in perioada perinatala in perioada perinatala
P26.0,Hemoragia traheo-bronsica survenind in perioada perinatala
P26.1,Hemoragia pulmonara masiva survenind in perioada perinatala
P26.8,Alte hemoragii pulmonare survenind in perioada perinatala
P26.9,Hemoragie pulmonara nespecificata survenind in perioada perinatala Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 334
P27,Boala respiratorie cronica survenind in perioad a perinatala survenind in perioada perinatala
P27.0,Sindromul Wilson-Mikity Dismaturitate pulmonara
P27.1,Boala cronica a plamanului survenind in perioada perinatala Displazie bronho-pulmonara survenind in perioada perinatala
P27.8,Alte boli respiratorii cronice survenind in perioada perinatala Fibroza pulmonara congenitala Pulmon de ventilatie a nou-nascutului
P27.9,Boala respiratorie cronica nespecificata survenind in perioada perinatala
P28,Alte afectiuni respiratorii survenind in perioa da perinatala survenind in perioada perinatala Exclude: malformatii congenitale ale sistemului respirator
P28.0,Atelectazia primara a nou-nascutului Esec primar pentru dilatarea unitatilor respiratorii terminale Pulmonar: - hipoplazia asociata cu gestatia de scurta durata - imaturitate NOS
P28.1,Alte atelectazii ale nou-nascutului si nespecificate Atelectazia: - partiala - secundara Atelectazia de resorbtie fara sindrom de suferinta respiratorie
P28.2,Crize de cianoza a nou-nascutului Exclude: apneea nou-nascutului
P28.3,Apneea primitiva de somn a nou nascutului Hipoventilatia centrala congenitala Apneea de somn a nou-nascutului NOS
P28.4,Alte apnei ale nou-nascutului
P28.40,"/circlestar Apneea nou-nascutului, nespecificata"
P28.41,/circlestar Apneea prematuritatii
P28.42,/circlestar Apneea obstructiva a nou-nascutului
P28.49,/circlestar Alte apnei ale nou-nascutului
P28.5,Insuficienta respiratorie a nou nascutului Hipoventilatia nou-nascutului Exclude: hipoventilatia centrala congenitala (P28.3)
P28.8,Alte tulburari respiratorii specificate la nou-nascut Exclude: rinita sifilitica congenitala timpurie (A50.0)
P28.81,/circlestar Fornaitul la nou-nascut
P28.82,/circlestar Stenoza subglotica dobandita la nou nascut Stenoza subglotica postintubare la nou- nascut
P28.83,/circlestar Gafaitul la nou-nascut
P28.89,/circlestar Alte afectiuni respiratorii specificate la nou-nascut
P28.9,"Afectiuni respiratorii la nou-nascut, nespecificate"
P29,Tulburari cardio-vasculare survenind in perioad a perinatala Infectii specifice perioadei perinatale survenind in perioada perinatala Exclude: malformatii congenitale ale sistemului respirator
P29.0,Insuficienta cardiaca neonatala
P29.1,Tulburari neonatale de ritm cardiac Exclude: bloc congenital al inimii
P29.2,Hipertensiune neonatala
P29.3,Persistenta circulatiei fetale Hipertensiune pulmonara persistenta a nou-nascutului Obturatia intarziata a canalului arterial Exclude: permeabilitatea canalului arterial (Q25.0)
P29.4,Ischemia tranzitorie a miocardului la nou-nascut
P29.8,Alte tulburari cardio-vasculare survenind in perioada perinatala
P29.81,/circlestar Hipotensiunea neonatala
P29.82,/circlestar Murmur cardiac beningn si fara semnificatie patologica la nou-nascut Murmur cardiac functional la nou-nascut
P29.89,/circlestar Alte tulburari cardiovasculare survenind in perioara perinatala
P29.9,"Tulburare cardio-vasculara survenind in perioada perinatala, nespecificata Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 335 Infectii specifice perioadei perinatale (P35-P39) Include: infectii dobandite in uter sau in timpul nasterii Exclude: infectia asimptomatica prin virusul imunodeficientei umane [HIV] status infectios (Z21) congenital(a): - infectia gonococica (A54.-) - pneumonia (P23.-) - sifilis (A50.-) boala virusului imunodeficientei umane boli infectioase dobandite dupa nastere boli infectioase intestinale (A00-A09) evidenta prin examene de laborator a virusului imunodeficientei umane boala infectioasa a mamei drept cauza de motalitate sau morbiditate la fat sau nou-nascut, nemanisfestandu-se ea insasi ca o boala (P00.2) tetanos neonatal (A33)"
P35,P39 Infectii specifice perioadei perinatale
P35.0,Sindrom de rubeola congenitala Pneumopatia rubeolei congenitale
P35.1,Infectia congenitala cu citomegalovirus
P35.2,Infectie virala congenitala herpetica [herpes simplex]
P35.3,Hepatita virala congenitala
P35.8,Alte boli virale congenitale Varicela congenitala [varicela]
P35.9,"Boala virala congenitala, nespecificata"
P36,Sepsis bacterian la nou-nascut Include: septicemia congenitala 3-046 Omfalita nou-n ăscutului cu sau f ără hemoragie u şoar ă 4-033 Omfalita nou-n ăscutului cu sau f ără hemoragie u şoar ă
P36.0,"Sepsis la nou-nascut cu streptococi, grupa B"
P36.1,Sepsis la nou-nascut cu alti streptococi si nespecificati
P36.2,Sepsis la nou-nascut cu Staphylococcus aureus
P36.3,Sepsis la nou-nascut cu alti stafilococi si nespecificati
P36.4,Sepsis la nou-nascut cu Escherichia coli
P36.5,Sepsis la nou-nascut datorita anaerobilor
P36.8,Alt sepsis bacterian la nou-nascut
P36.9,"Sepsis bacterian la nou-nascut, nespecificat"
P37,Alte boli infectioase si parazitare congenitale congenitale Exclude: sifilis congenital (A50.-) enterocolita necrozanta a fatului sau nou-nascutului diareea neonatala: - infectioasa (A00-A09) - neinfectioasa (P78.3) oftalmia neonatala datorita gonococilor (A54.3) tetanus neonatal (A33)
P37.0,Tuberculoza congenitala
P37.1,Toxoplasmoza congenitala Hidrocefalus datorita toxoplasmozei congenitale
P37.2,Listerioza neonatala (diseminata)
P37.3,Paludism congenital cu Plasmodium falciparum
P37.4,Alte forme de paludism congenital
P37.5,Candidoza neonatala
P37.50,"/circlestar Candidoza neonatala, nespecificata"
P37.51,/circlestar Candidoza neonatala gastrointestinala sau actuala Candidoza neonatala: - muco-cutanata - orala - perineala
P37.52,/circlestar Candidoza neonatala invaziva Sepsis candidial neonatal generalizat Candidoza neonatala pulmonara Candidoza neonatala sistemica
P37.59,/circlestar Alte forme de candidoza neonatala
P37.8,Alte boli infectioase si parazitare congenitale specificate
P37.9,"Boli infectioase si parazitare congenitale, nespecificate"
P38,"Omfalita nou-nascutului cu sau fara hemoragie usoara Omfalita nou-nascutului cu sau fara hemoragie usoara 3-047 Tulbur ări hemoragice şi hematologice ale fătului şi nou-născutului 3-048 Restul de afec ţiuni perinatale P29, P35, 3-049 Malforma ţii congenitale, deforma ţii şi anomalii cromozomiale 3-050 Hidrocefalia congenital ă şi spina bifida 3-051 Alte malforma ţii congenitale ale sistemului nervos 4-034 Tulbur ări hemoragice şi hematologice ale f ătului şi nou-născutului 4-035 Restul de afec ţiuni perinatale P29, P35, 4-036 Hidrocefalia congenital ă şi spina bifida 4-037 Alte malforma ţii congenitale ale sistemului nervos"
P39,Alte infectii specifice perioadei perinatale Tulburari hemoragice si hematologice ale fatului si nou-nascutului (P50-P61) perinatale
P39.0,Mastita infectioasa neonatala Exclude: congestia sanului la nou- nascut (P83.4) mastita neinfectioasa la nou- nascut (P83.4)
P39.1,Conjunctivita si dacriocistita neonatala Conjunctivita neonatala cu Chlamydia Oftalmia neonatala NOS Exclude: conjunctivita gonococica
P39.2,"Infectia intra-amniotica a fatului, neclasificata altundeva Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 336"
P39.3,Infectia neonatala a tractului urinar
P39.4,Infectia neonatala a pielii Piodermia neonatala Exclude: pemphigus neonatal (L00) sindromul stafilococic al necrozei epidermice toxice
P39.8,Alte infectii specificate specifice perioadei perinatale
P39.9,"Infectie specifica perioadei perinatale, nespecificate Tulburari hemoragice si hematologice ale fatului si nou-nascutului (P50-P61) Exclude: stenoza si scleroza congenitala a cailor biliare (Q44.3) sindromul Crigler-Najjar (E80.5) sindromul Dubin-Johnson (E80.6) sindromul Gilbert (E80.4) anemia hemolitica ereditara (D55-D58)"
P50,P61 Tulburari hemoragice si hematologice ale fatului si nou-nascutului Exclude: anemia congenitala din cauza pierderii de sange fetal Pierderea de sange fetal prin procidenta vaselor cordonului Pierderea de sange fetal prin ruptura cordonului ombilical Pierderea de sange fetal de origine placentara Hemoragia intre gemeni
P50.4,Hemoragia in circulatia sangvina materna Pierderea de sange fetal la capatul taiat al cordonului fatului geaman Alte pierderi de sange la fat
P50.9,"Pierdere de sange fetal, nespecificata Hemoragia fetala NOS"
